id,user_id,name,amount,speed
93,53,Holdlamis,876667.4,54.1
94,97,Stringtough,810199.9,50.93
95,28,Alpha,145556.2,55.82
96,34,Tres-Zap,329811.2,94.87
97,51,Fixflex,863255.4,3.43
98,89,Stringtough,730744.1,34.43
99,40,Sonair,608421.2,16.42
100,57,Temp,27183.2,72.24
101,74,Flowdesk,419931.7,99.54
102,83,Toughjoyfax,359204.9,56.13
103,9,Konklab,909312.8,46.43
104,94,Kanlam,620976.2,38.02
105,82,Ventosanzap,471475.0,24.36
106,35,Fixflex,319833.8,23.59
107,5,Zamit,807770.4,89.29
108,76,Duobam,609208.3,13.98
109,21,Biodex,871494.4,31.32
110,44,Cardguard,524291.1,37.62
111,93,Sonsing,515012.0,4.69
112,18,It,272108.2,25.24
113,84,Viva,423911.7,75.55
114,23,Duobam,834239.0,38.54
115,62,Tempsoft,977326.0,51.56
116,1,Holdlamis,517358.1,30.37
117,8,Zamit,227008.3,30.49
118,82,Bitchip,716437.3,46.77
119,46,Redhold,45004.6,71.42
120,27,Konklux,648167.5,95.92
121,92,Bitchip,186322.4,85.59
122,9,Aerified,630.7,79.62
123,43,Aerified,804388.0,92.62
124,76,Biodex,170066.6,28.12
125,77,Lotstring,657866.2,65.86
126,11,Trippledex,593061.0,39.08
127,53,Lotlux,184913.7,15.08
128,14,Asoka,250917.0,25.81
129,4,Job,67472.2,42.17
130,41,Treeflex,736216.6,89.07
131,72,Aerified,565108.7,24.16
132,7,Lotstring,704086.5,58.45
133,14,Bamity,157327.9,86.79
134,88,Tresom,381496.4,39.09
135,20,Latlux,477590.0,13.46
136,55,Gembucket,649439.0,84.46
137,69,Treeflex,407354.0,93.61
138,21,Cardguard,812137.9,44.2
139,16,Otcom,438337.0,54.37
140,20,Bitchip,931636.5,69.89
141,90,Zoolab,257481.6,52.08
142,91,Bytecard,934726.1,96.24
143,82,Ventosanzap,809094.1,46.77
144,100,Tempsoft,616881.8,90.77
145,7,Duobam,951215.3,58.91
146,36,Alphazap,502074.7,70.7
147,9,Gembucket,255842.6,45.36
148,23,Zathin,859114.2,94.85
149,59,Keylex,176346.4,92.66
150,27,Zaam-Dox,985346.1,10.65
151,90,Regrant,318262.0,6.91
152,91,Gembucket,178320.7,78.58
153,17,Cardify,533169.3,91.28
154,6,Tresom,425730.3,4.14
155,31,Toughjoyfax,487440.1,49.57
156,29,Konklux,741211.6,53.65
157,87,Holdlamis,844784.8,73.5
158,76,Domainer,993724.6,77.78
159,69,Home Ing,403026.2,80.81
160,44,Stronghold,647416.0,32.12
161,81,Fintone,92078.0,52.02
162,93,Bitwolf,968186.7,15.64
163,42,Trippledex,67996.3,8.64
164,71,Sonair,846455.5,2.91
165,21,Bitchip,594065.4,70.54
166,89,Aerified,432715.1,88.88
167,24,Transcof,528406.5,8.51
168,56,Daltfresh,135848.4,85.22
169,7,Biodex,480690.3,40.32
170,41,Sonair,379344.2,85.9
171,44,Cookley,775065.5,48.54
172,85,Bitchip,505643.6,79.92
173,4,Treeflex,482496.7,46.55
174,83,Pannier,571087.3,92.03
175,51,Opela,57569.7,71.97
176,24,Voltsillam,900977.0,40.07
177,22,Span,230124.5,67.38
178,4,Flowdesk,856028.4,45.08
179,9,Zaam-Dox,751565.2,66.63
180,91,Gembucket,408164.1,20.99
181,78,Konklab,796694.3,7.0
182,37,Home Ing,236582.9,51.25
183,12,Sonsing,949938.7,21.19
184,96,Zaam-Dox,941700.4,85.89
185,66,Bamity,235018.3,56.79
186,88,Tampflex,634292.7,42.61
187,7,Quo Lux,677324.5,73.67
188,40,Tresom,197032.2,18.23
189,26,Stim,566310.5,1.8
190,67,Tresom,467919.0,19.97
191,59,Lotlux,925767.1,51.38
192,53,Bytecard,493473.7,42.09
193,97,Andalax,664105.2,51.65
194,62,Tampflex,992797.6,14.67
195,21,Temp,979605.3,60.02
196,11,Bitwolf,293416.7,93.39
197,41,Konklab,247889.2,92.54
198,86,Domainer,821354.4,53.57
199,24,Cardguard,81646.4,54.71
200,59,Ventosanzap,909335.5,66.92
201,38,Hatity,235516.5,50.7
202,60,Bitchip,731736.0,59.49
203,33,Zamit,668182.2,95.22
204,10,Keylex,786772.7,65.69
205,38,Y-find,910381.2,81.53
206,5,Andalax,59938.5,54.17
207,4,Toughjoyfax,479886.8,68.28
208,43,Bitwolf,19150.2,29.62
209,41,Voltsillam,468792.3,50.68
210,64,Fix San,399093.2,48.53
211,94,Home Ing,586685.0,3.44
212,79,Lotstring,75991.7,35.09
213,70,Bigtax,950617.8,50.73
214,16,Zaam-Dox,360928.2,25.31
215,64,Tempsoft,501331.7,70.84
216,35,Flexidy,329675.0,71.99
217,27,Hatity,830285.4,37.6
218,54,Fix San,521557.8,45.1
219,84,Bamity,854542.0,5.43
220,47,Fixflex,885915.1,39.54
221,72,Sub-Ex,217172.7,32.54
222,94,Bigtax,407924.0,9.81
223,31,Trippledex,70681.9,30.41
224,11,Andalax,944433.0,87.31
225,20,Voyatouch,733943.8,83.37
226,86,Konklux,349126.1,50.63
227,79,Cardguard,932502.0,43.69
228,60,Bytecard,718082.6,44.2
229,91,Tempsoft,95959.5,71.49
230,95,Tempsoft,453862.5,65.94
231,91,Lotlux,511822.8,80.67
232,44,Bytecard,353575.2,38.63
233,85,Hatity,487930.1,26.41
234,80,Flowdesk,415394.0,16.68
235,76,Asoka,171175.7,3.87
236,4,It,821575.5,2.74
237,92,Holdlamis,376787.0,74.96
238,32,Andalax,604757.0,72.16
239,72,Asoka,68486.5,49.35
240,88,Bitwolf,31146.4,85.91
241,2,Konklux,442301.7,63.81
242,14,Toughjoyfax,159918.0,47.02
243,65,Alpha,480757.0,27.62
244,41,Home Ing,642848.4,98.27
245,62,Biodex,580173.0,4.51
246,89,Rank,877865.9,66.89
247,75,Hatity,949687.9,55.81
248,29,Toughjoyfax,457741.3,98.48
249,41,Prodder,179153.1,82.33
250,65,Duobam,254499.0,88.66
251,33,Tin,903531.2,41.49
252,7,Duobam,504968.0,84.65
253,55,Sonsing,11160.8,63.69
254,28,Konklab,466538.2,14.4
255,98,Lotstring,146218.7,21.72
256,81,Lotlux,876251.4,14.36
257,43,Hatity,810818.1,72.68
258,36,Alphazap,440563.0,23.22
259,20,Viva,370557.1,79.79
260,68,Lotlux,95143.3,18.92
261,12,Sub-Ex,894625.6,12.03
262,5,Latlux,812802.0,33.39
263,10,Vagram,181329.1,66.43
264,65,Quo Lux,494826.6,38.53
265,46,Zathin,165968.1,41.87
266,82,Vagram,469081.9,78.22
267,66,Home Ing,850887.9,35.75
268,70,Regrant,371655.7,2.71
269,69,Span,998067.3,78.77
270,45,Flexidy,809669.5,47.72
271,78,Home Ing,617913.6,35.08
272,1,Sub-Ex,601165.5,11.23
273,70,Stim,16647.3,57.41
274,66,Toughjoyfax,616660.7,43.77
275,93,Sonsing,859335.3,64.32
276,5,Mat Lam Tam,891241.8,67.47
277,36,Zontrax,934268.0,22.3
278,50,Viva,238255.4,31.17
279,95,Rank,410739.7,82.28
280,53,Toughjoyfax,890595.9,36.51
281,98,Wrapsafe,272512.6,17.34
282,10,Tempsoft,493462.3,79.92
283,98,Home Ing,754144.5,17.55
284,58,Andalax,80440.1,92.02
285,100,Viva,603564.7,19.11
286,17,Bitwolf,688130.0,26.73
287,98,Bigtax,85467.5,59.76
288,56,Treeflex,183738.5,83.08
289,18,Rank,750977.8,82.63
290,34,Bitchip,540316.0,11.11
291,75,Tres-Zap,960949.6,57.43
292,72,Biodex,395657.8,87.5
293,2,Tempsoft,460453.2,91.66
294,85,Bamity,920328.3,39.3
295,38,Tin,272146.3,7.0
296,98,Ronstring,452477.2,55.22
297,94,Zontrax,137285.9,64.8
298,82,Prodder,148567.1,58.55
299,33,Voyatouch,221518.8,94.8
300,96,Latlux,113523.6,73.42
301,9,Alphazap,231330.9,78.69
302,67,Cardify,12211.5,21.23
303,39,Alphazap,823749.2,32.33
304,11,Trippledex,227458.3,82.07
305,33,Voltsillam,160354.2,85.52
306,27,Pannier,454034.5,46.17
307,84,Alphazap,314199.6,68.3
308,86,Aerified,447261.2,49.51
309,18,Home Ing,19504.2,11.12
310,47,Opela,962364.7,83.97
311,52,Solarbreeze,421769.3,91.6
312,68,Sonsing,75914.7,36.06
313,85,Rank,513091.8,8.49
314,80,Kanlam,782998.3,12.32
315,100,Veribet,555834.9,51.65
316,18,Lotstring,739939.5,26.02
317,64,Voltsillam,480288.0,52.29
318,55,Ronstring,986516.2,76.44
319,73,Hatity,158868.9,80.62
320,45,Flowdesk,644605.4,3.15
321,88,Lotstring,76261.7,47.27
322,93,Fix San,769061.3,19.11
323,72,Fixflex,237996.5,10.65
324,30,Konklux,708139.3,34.49
325,57,Alphazap,179767.7,76.37
326,27,Fixflex,608029.3,8.41
327,81,Job,855220.4,52.09
328,21,Pannier,768356.6,14.43
329,39,Flexidy,659368.0,49.12
330,62,Aerified,264730.6,32.65
331,65,Bamity,727114.4,76.29
332,38,Gembucket,871196.6,31.39
333,66,Flexidy,172548.3,60.13
334,74,Konklux,360205.3,31.43
335,48,Tin,924305.9,82.18
336,86,Keylex,968223.9,64.09
337,11,Span,130364.0,11.91
338,93,Tres-Zap,964080.1,64.28
339,71,Hatity,212599.4,33.54
340,61,Latlux,850504.6,58.55
341,100,Y-Solowarm,977265.7,52.82
342,37,Stronghold,97805.6,55.02
343,56,Fintone,382554.9,62.07
344,10,Daltfresh,445265.6,77.65
345,32,Matsoft,960410.4,74.77
346,48,Voyatouch,280067.6,43.63
347,33,Cardguard,957773.9,88.98
348,79,Alpha,416679.2,91.95
349,70,Zathin,658740.6,25.19
350,64,Zoolab,95089.9,71.3
351,81,Holdlamis,291560.0,44.87
352,61,Otcom,999836.2,89.28
353,43,Lotstring,578342.6,32.14
354,29,Zaam-Dox,255831.2,44.28
355,66,Rank,103920.5,67.44
356,3,Stronghold,836695.7,73.56
357,62,Toughjoyfax,366937.2,50.16
358,52,Domainer,101935.3,32.04
359,65,Keylex,185739.9,46.35
360,40,Stim,715943.7,78.51
361,92,Veribet,963487.2,29.29
362,36,Ventosanzap,291478.0,8.91
363,39,Domainer,87000.6,68.0
364,7,Quo Lux,285644.5,22.33
365,14,Bitchip,115910.8,46.04
366,67,Y-find,899123.8,84.91
367,30,Holdlamis,809862.6,97.01
368,43,Bamity,541845.2,35.77
369,48,Kanlam,346708.9,22.71
370,51,Treeflex,185723.8,64.07
371,35,Hatity,190190.2,34.54
372,6,Pannier,56549.4,45.31
373,87,Prodder,685153.0,5.84
374,59,Temp,477968.2,52.65
375,94,Fintone,589340.3,5.42
376,94,Cardguard,502516.9,87.0
377,1,Konklux,406032.8,79.38
378,82,Solarbreeze,383194.2,1.23
379,15,Quo Lux,190533.8,6.79
380,49,Holdlamis,571227.9,44.52
381,95,It,636449.1,15.02
382,87,Daltfresh,386400.2,81.44
383,68,Bitwolf,800002.9,29.13
384,78,Viva,750773.6,94.89
385,86,Sub-Ex,917660.0,78.98
386,59,Alpha,515446.4,77.96
387,67,Matsoft,613951.5,40.51
388,89,Lotlux,396043.6,51.34
389,26,Flowdesk,920687.7,55.99
390,42,Mat Lam Tam,609172.3,70.71
391,91,Pannier,959533.8,66.03
392,96,Bigtax,910843.6,52.75
393,33,Stim,322030.3,21.47
394,25,Toughjoyfax,227260.2,89.63
395,41,Sonsing,848108.0,27.53
396,32,Stringtough,203295.7,32.28
397,20,Matsoft,710296.1,10.89
398,53,Tin,313744.9,36.54
399,38,Stim,688164.4,17.0
400,99,Bigtax,116573.7,11.68
401,93,Toughjoyfax,145176.5,39.16
402,68,Fixflex,482301.6,68.49
403,73,Solarbreeze,548622.0,81.78
404,89,Toughjoyfax,632264.0,78.54
405,3,Latlux,42933.2,43.53
406,44,Regrant,327682.5,12.9
407,6,Prodder,284612.9,46.02
408,89,Rank,613550.0,92.27
409,55,Latlux,847106.9,13.05
410,56,Veribet,111249.8,55.24
411,26,Kanlam,261416.3,25.01
412,65,Kanlam,507465.1,6.53
413,38,Prodder,912988.8,41.78
414,55,Sonsing,968101.5,67.47
415,2,Zathin,592414.4,46.16
416,61,Fix San,607915.1,28.27
417,49,Voltsillam,900427.3,3.75
418,51,Mat Lam Tam,470499.4,18.56
419,45,Tres-Zap,325718.1,10.04
420,39,Daltfresh,799331.6,57.57
421,60,Latlux,940125.1,15.97
422,74,Treeflex,855963.8,74.43
423,42,Voyatouch,579005.4,66.81
424,5,Subin,647728.7,45.91
425,85,Flexidy,824242.5,11.39
426,53,Asoka,682941.2,40.54
427,45,Cardguard,615551.3,82.78
428,52,Andalax,275282.6,45.39
429,91,Zaam-Dox,148490.7,17.19
430,87,Temp,517999.7,77.15
431,61,Quo Lux,760752.9,33.19
432,72,Bigtax,850755.4,54.04
433,68,Lotlux,735175.9,69.11
434,91,Home Ing,521327.9,44.94
435,76,Tresom,647067.9,43.28
436,53,Tin,664222.4,35.48
437,67,Y-find,707622.7,37.78
438,42,Konklab,621610.4,59.14
439,22,Zathin,495956.4,96.25
440,74,Tresom,618530.7,43.84
441,18,Bitchip,862556.0,12.12
442,54,Temp,837297.0,8.89
443,56,Lotstring,195985.5,34.43
444,6,Bamity,817380.1,75.63
445,24,Regrant,746609.7,43.82
446,19,Kanlam,208305.2,67.69
447,95,Redhold,500339.7,63.83
448,20,Bytecard,827767.4,36.82
449,59,Zamit,79430.8,31.61
450,5,Veribet,391753.0,83.46
451,72,Bigtax,663768.0,6.3
452,49,Bytecard,318516.8,46.18
453,3,Treeflex,281067.4,77.08
454,84,Veribet,130737.1,15.99
455,89,Zamit,619122.8,57.77
456,10,Zoolab,398985.3,81.24
457,80,Asoka,73972.7,45.88
458,42,Fintone,223001.0,57.86
459,85,Andalax,326178.3,96.95
460,6,Bamity,933791.1,38.77
461,82,Tresom,805302.0,82.2
462,15,Daltfresh,735941.4,20.96
463,15,Asoka,676532.3,30.02
464,26,Zoolab,435219.4,22.11
465,73,Holdlamis,808075.0,8.98
466,56,Aerified,512658.1,73.62
467,18,Zoolab,762963.9,45.4
468,50,Job,944587.8,26.91
469,37,Stronghold,844735.5,2.16
470,16,Daltfresh,927322.7,28.65
471,43,Bitchip,841226.1,29.15
472,82,Zathin,143653.8,43.02
473,100,Toughjoyfax,781286.5,87.36
474,85,Toughjoyfax,262952.4,40.22
475,71,Span,36652.8,30.21
476,91,Bigtax,615251.5,66.2
477,18,Wrapsafe,807641.8,30.28
478,22,Cookley,407786.3,46.29
479,83,Zamit,339162.1,80.36
480,18,Stronghold,524988.3,1.84
481,66,Home Ing,8672.5,14.33
482,31,Hatity,611722.1,21.49
483,24,Lotlux,130366.8,11.37
484,32,Y-Solowarm,299199.2,1.89
485,98,Span,279112.4,29.02
486,75,Otcom,196881.3,88.51
487,69,Tempsoft,325063.1,86.77
488,95,Bitchip,693664.7,27.69
489,57,Zoolab,822014.0,62.09
490,67,Stim,695758.5,28.75
491,13,Tin,782420.7,80.09
492,99,Redhold,452938.5,93.56
493,32,Hatity,752438.6,63.92
494,40,Toughjoyfax,865180.3,86.58
495,59,Bytecard,155985.5,17.14
496,36,Flexidy,870175.0,74.11
497,13,Flowdesk,810616.5,72.59
498,81,Redhold,129312.7,90.46
499,57,Prodder,395891.3,99.14
500,45,Sonsing,226898.2,50.01
501,43,Biodex,33825.7,25.25
502,20,Tres-Zap,410190.0,12.3
503,44,Regrant,827798.4,18.04
504,42,Sub-Ex,368267.7,41.09
505,11,Bitchip,237243.0,94.08
506,25,Prodder,336928.3,13.17
507,12,Bytecard,30054.5,49.27
508,21,Bitchip,950611.0,71.89
509,69,Tres-Zap,263858.4,61.15
510,3,Opela,483680.3,62.32
511,7,Alpha,246057.5,17.61
512,52,Bitwolf,278145.6,91.5
513,15,Bitchip,143779.4,23.55
514,6,Lotlux,350847.4,19.13
515,31,Tempsoft,353409.0,81.99
516,92,Stim,42061.6,99.58
517,39,Regrant,935260.8,45.15
518,69,Opela,772574.1,4.27
519,96,Temp,306331.5,74.33
520,77,Regrant,719111.5,73.08
521,19,Cookley,215891.7,36.34
522,57,Konklux,109805.0,61.63
523,51,Bitchip,531372.4,87.0
524,55,Span,260793.7,6.16
525,8,Zoolab,448429.5,13.03
526,81,Keylex,739134.0,77.61
527,11,Cardguard,808598.5,46.35
528,64,Mat Lam Tam,421586.1,95.29
529,77,Andalax,682493.6,45.71
530,98,Tin,286950.9,60.86
531,6,Alphazap,930920.8,80.89
532,37,Bitwolf,359361.7,29.03
533,2,Treeflex,105092.7,18.58
534,67,Andalax,692304.4,75.38
535,14,Domainer,602492.0,15.95
536,65,Namfix,425492.8,12.59
537,18,Span,140625.5,48.96
538,63,Bamity,420429.9,63.69
539,69,Veribet,84026.6,6.99
540,89,Fix San,51324.0,36.66
541,17,Zamit,329659.2,55.75
542,19,Konklux,929137.8,28.81
543,32,Bitchip,564902.1,11.12
544,32,Redhold,371197.4,23.67
545,86,Mat Lam Tam,897679.7,33.61
546,15,It,961215.1,51.18
547,17,Overhold,20262.9,93.7
548,22,Lotlux,421760.7,20.13
549,81,Cookley,558676.9,44.75
550,75,It,566438.0,39.92
551,5,Viva,426966.4,11.48
552,17,Y-find,951523.3,6.54
553,33,Temp,413105.9,97.96
554,61,Keylex,721786.1,11.08
555,42,Pannier,346758.8,98.12
556,58,Viva,462002.2,46.83
557,43,Zamit,422311.3,4.97
558,14,Keylex,380736.3,80.52
559,67,Keylex,669849.9,86.77
560,4,Stronghold,603672.1,39.53
561,41,Zontrax,940502.5,71.42
562,72,Bitchip,950910.1,23.82
563,44,Y-Solowarm,783790.0,16.09
564,16,Ventosanzap,822474.9,26.1
565,99,Alphazap,649403.0,78.18
566,12,Cardify,955651.1,82.81
567,69,Matsoft,847594.0,91.39
568,22,Cookley,553094.8,71.97
569,35,Viva,226997.8,54.05
570,29,Quo Lux,782157.1,72.46
571,66,Otcom,959892.2,51.73
572,63,Home Ing,921984.4,65.02
573,41,Zontrax,492461.5,72.32
574,35,Ronstring,549922.0,53.56
575,64,Daltfresh,568722.9,93.72
576,83,Zamit,569735.8,48.97
577,89,Stim,202988.2,91.44
578,3,Span,818349.0,63.38
579,42,Alpha,610531.2,22.33
580,39,Keylex,115075.4,40.22
581,59,Stim,317928.6,9.64
582,90,Transcof,486606.1,50.98
583,87,Kanlam,200150.5,48.38
584,32,Home Ing,638706.0,77.33
585,29,Ventosanzap,443140.8,59.94
586,87,Alpha,455694.5,98.18
587,11,Flexidy,128290.2,97.63
588,98,It,57910.8,3.76
589,80,Greenlam,392392.8,27.41
590,44,Rank,906080.8,48.04
591,18,Cardguard,769649.6,7.39
592,83,Trippledex,370114.4,55.81
593,45,Cardguard,476638.1,58.46
594,7,Voyatouch,504097.4,95.79
595,15,Holdlamis,872461.9,28.37
596,69,Subin,160948.0,94.03
597,2,Bigtax,974025.2,13.59
598,40,Flexidy,390160.6,88.55
599,100,Y-find,856956.0,81.09
600,36,Bytecard,875588.9,83.44
601,14,Tempsoft,86125.8,62.2
602,51,Lotlux,772272.2,1.9
603,72,Y-find,244741.0,60.22
604,89,Stringtough,666743.9,22.38
605,69,Namfix,197928.0,49.14
606,86,Prodder,412208.9,92.51
607,55,Trippledex,116833.5,61.44
608,52,Stronghold,59272.5,46.72
609,4,Zoolab,469239.0,67.73
610,15,Cardguard,449583.7,44.78
611,29,Kanlam,193488.5,84.53
612,46,Zathin,727318.2,32.96
613,27,Holdlamis,768364.2,81.42
614,3,Biodex,343644.3,64.37
615,88,Fixflex,159729.1,91.5
616,100,Trippledex,217957.5,51.15
617,43,Gembucket,25947.0,71.04
618,38,Bitchip,562768.7,69.94
619,40,Fixflex,871942.6,43.49
620,19,It,118253.2,77.44
621,31,Bitchip,897560.5,50.5
622,34,Voyatouch,257543.9,95.47
623,31,Flexidy,501070.4,17.21
624,90,Gembucket,34760.1,46.72
625,40,Redhold,92535.0,12.51
626,8,Wrapsafe,580426.7,46.82
627,60,Greenlam,304385.6,28.08
628,34,Subin,366845.0,11.92
629,69,Tresom,18198.0,66.05
630,38,Matsoft,378083.0,83.59
631,81,Quo Lux,840483.9,13.63
632,100,Overhold,766152.0,78.31
633,26,Opela,804137.0,71.51
634,90,Transcof,771570.0,91.28
635,49,Bigtax,999760.3,83.1
636,58,Job,691450.9,54.95
637,41,Tampflex,580469.0,12.05
638,10,Kanlam,662849.9,28.09
639,32,Biodex,708818.4,59.73
640,96,Bitchip,211046.7,92.97
641,58,Greenlam,747348.9,78.52
642,58,Cookley,287634.7,75.04
643,88,Zaam-Dox,849114.6,48.08
644,56,Alpha,60770.4,34.6
645,8,Y-Solowarm,859631.6,52.02
646,72,Otcom,637571.3,32.92
647,33,Overhold,376142.1,60.66
648,6,Alpha,414148.5,20.69
649,17,Aerified,180023.1,76.08
650,46,Tin,890976.9,12.31
651,82,Holdlamis,865537.0,2.89
652,8,Viva,805159.4,57.85
653,10,Duobam,267285.1,8.11
654,87,Matsoft,920019.5,7.37
655,70,Zamit,891331.4,50.82
656,25,Cookley,228911.9,37.5
657,46,Quo Lux,243693.0,48.63
658,18,Mat Lam Tam,286521.6,73.73
659,12,Home Ing,91896.9,55.43
660,53,Solarbreeze,502511.7,14.74
661,41,Viva,348596.9,94.34
662,47,Toughjoyfax,995521.1,94.93
663,61,Home Ing,940348.3,59.97
664,94,Veribet,480037.4,94.58
665,5,Subin,988497.5,27.07
666,13,Gembucket,678163.8,12.3
667,89,Trippledex,839260.6,73.63
668,93,Namfix,123235.6,15.13
669,96,Bigtax,273670.7,84.48
670,34,Subin,304298.2,58.87
671,64,Stim,159614.9,71.72
672,88,Voltsillam,35383.4,68.51
673,5,Tempsoft,742462.2,91.4
674,13,Tempsoft,749534.0,46.2
675,92,Overhold,808723.8,5.68
676,39,Matsoft,966120.5,80.0
677,11,Mat Lam Tam,698728.5,6.28
678,3,Daltfresh,592149.3,56.54
679,35,Sub-Ex,237472.8,75.5
680,68,Rank,986295.9,65.66
681,48,Hatity,638973.6,54.59
682,12,Biodex,344768.8,13.13
683,46,Duobam,31316.6,89.78
684,15,Stim,132087.1,81.91
685,45,Toughjoyfax,745327.4,95.37
686,85,Namfix,998883.1,35.41
687,71,Opela,142158.2,53.34
688,23,Tres-Zap,388747.5,39.67
689,32,Tresom,608629.8,53.67
690,55,Ronstring,731678.7,41.01
691,50,Veribet,782691.2,11.36
692,1,Alphazap,818740.5,20.91
693,24,Veribet,402091.6,25.87
694,7,Veribet,547855.5,94.73
695,57,Bitwolf,958832.0,18.56
696,65,Opela,159737.6,29.69
697,51,Konklab,32294.5,30.45
698,97,Kanlam,108044.8,92.63
699,70,Kanlam,341554.1,67.04
700,24,Viva,810265.0,88.53
701,24,Bytecard,666335.1,41.66
702,37,Sonair,289791.5,16.27
703,17,Lotstring,227080.1,88.69
704,14,Flexidy,192221.9,54.46
705,29,Alpha,532690.8,8.29
706,17,Andalax,186683.5,71.91
707,43,Regrant,635860.7,19.22
708,54,Fix San,935881.0,74.36
709,19,Voltsillam,603639.9,40.93
710,13,Transcof,600101.1,32.03
711,9,Redhold,64922.3,65.27
712,100,Gembucket,449418.7,12.27
713,8,Fixflex,6642.1,15.44
714,37,Lotstring,740339.3,7.09
715,71,Opela,433715.0,30.1
716,65,Redhold,222378.9,63.4
717,45,Home Ing,681068.7,35.72
718,59,Konklux,334119.1,63.17
719,8,Lotlux,425705.4,23.04
720,34,Bamity,371080.7,57.23
721,93,Gembucket,616117.0,11.35
722,34,Cookley,268698.8,29.99
723,80,Cardguard,498679.0,98.82
724,41,Quo Lux,568437.7,77.16
725,49,Holdlamis,645928.5,59.59
726,72,Konklab,168991.3,86.16
727,34,Alphazap,587601.5,55.55
728,43,Alphazap,467647.9,68.1
729,51,Bitwolf,267066.2,94.23
730,37,Namfix,418142.4,87.45
731,17,Ronstring,912879.1,30.32
732,43,Pannier,549113.6,61.16
733,14,Latlux,933913.1,16.46
734,2,Latlux,406978.7,50.15
735,48,Zoolab,800021.3,71.49
736,83,Gembucket,130820.7,23.73
737,28,Latlux,656005.4,15.59
738,12,Voltsillam,212214.6,47.35
739,33,Voltsillam,376053.7,59.7
740,7,Otcom,857358.4,88.21
741,80,Alphazap,204143.2,69.27
742,56,Treeflex,665554.6,66.9
743,92,Tempsoft,875487.9,28.65
744,28,Redhold,444220.8,48.64
745,56,Zaam-Dox,800458.8,4.67
